Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Marl
appliedenergistics2:facade:0, Cable Facade - Ra Stone
appliedenergistics2:facade:0, Cable Facade - Cracked Limestone
appliedenergistics2:facade:0, Cable Facade - Limestone
appliedenergistics2:facade:0, Cable Facade - Small Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Large Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Carved Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Khnumite Block
appliedenergistics2:facade:0, Cable Facade - Khnumite Face
appliedenergistics2:facade:0, Cable Facade - Alabaster
appliedenergistics2:facade:0, Cable Facade - Smooth Alabaster
appliedenergistics2:facade:0, Cable Facade - Polished Alabaster Brick
appliedenergistics2:facade:0, Cable Facade - Carved Alabaster Brick
appliedenergistics2:facade:0, Cable Facade - Tiled Alabaster Brick
appliedenergistics2:facade:0, Cable Facade - Pillar Alabaster Brick
appliedenergistics2:facade:0, Cable Facade - Porphyry
appliedenergistics2:facade:0, Cable Facade - Smooth Porphyry
appliedenergistics2:facade:0, Cable Facade - Polished Porphyry Brick
appliedenergistics2:facade:0, Cable Facade - Carved Porphyry Brick
appliedenergistics2:facade:0, Cable Facade - Tiled Porphyry Brick
appliedenergistics2:facade:0, Cable Facade - Pillar Porphyry Brick
appliedenergistics2:facade:0, Cable Facade - White Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Orange Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Magenta Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Yellow Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Lime Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Pink Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Gray Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Silver Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Cyan Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Purple Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Blue Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Brown Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Green Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Red Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Black Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - White Linen
appliedenergistics2:facade:0, Cable Facade - Orange Linen
appliedenergistics2:facade:0, Cable Facade - Magenta Linen
appliedenergistics2:facade:0, Cable Facade - Light Blue Linen
appliedenergistics2:facade:0, Cable Facade - Yellow Linen
appliedenergistics2:facade:0, Cable Facade - Lime Linen
appliedenergistics2:facade:0, Cable Facade - Pink Linen
appliedenergistics2:facade:0, Cable Facade - Gray Linen
appliedenergistics2:facade:0, Cable Facade - Silver Linen
appliedenergistics2:facade:0, Cable Facade - Cyan Linen
appliedenergistics2:facade:0, Cable Facade - Purple Linen
appliedenergistics2:facade:0, Cable Facade - Blue Linen
appliedenergistics2:facade:0, Cable Facade - Brown Linen
appliedenergistics2:facade:0, Cable Facade - Green Linen
appliedenergistics2:facade:0, Cable Facade - Red Linen
appliedenergistics2:facade:0, Cable Facade - Black Linen
appliedenergistics2:facade:0, Cable Facade - Palm Planks
appliedenergistics2:facade:0, Cable Facade - Deadwood Planks
appliedenergistics2:facade:0, Cable Facade - Palm Wood
appliedenergistics2:facade:0, Cable Facade - Deadwood Log
appliedenergistics2:facade:0, Cable Facade - Palm Leaves
appliedenergistics2:facade:0, Cable Facade - Deadwood Leaves
appliedenergistics2:facade:0, Cable Facade - Electrical Steel Block
appliedenergistics2:facade:0, Cable Facade - Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Double Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:facade:0, Cable Facade - Machine Chassis (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Soul Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Red Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Broken Spawner (decoration block)
appliedenergistics2:facade:0, Cable Facade - Invisible Block (decoration block)
appliedenergistics2:facade:0, Cable Facade - Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Item Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Omni Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Creative Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Crafter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Painting Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Monitor (decoration block)
appliedenergistics2:facade:0, Cable Facade - SAG Mill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Slice'N'Splice (decoration block)
appliedenergistics2:facade:0, Cable Facade - Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Pressurized Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Travel Anchor (decoration block)
appliedenergistics2:facade:0, Cable Facade - Vacuum Chest (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wireless Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - XP Vacuum (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wired Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Sagmill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Industrial Insulation
appliedenergistics2:facade:0, Cable Facade - Confusion Charge
appliedenergistics2:facade:0, Cable Facade - Concussion Charge
appliedenergistics2:facade:0, Cable Facade - Ender Charge
appliedenergistics2:facade:0, Cable Facade - Crude Steel Block
appliedenergistics2:facade:0, Cable Facade - Wireless Charging Antenna Extension
appliedenergistics2:facade:0, Cable Facade - Twilight Oak Wood
appliedenergistics2:facade:0, Cable Facade - Canopy Tree Wood
appliedenergistics2:facade:0, Cable Facade - Mangrove Wood
appliedenergistics2:facade:0, Cable Facade - Darkwood
appliedenergistics2:facade:0, Cable Facade - Roots
appliedenergistics2:facade:0, Cable Facade - Liveroots
appliedenergistics2:facade:0, Cable Facade - Twilight Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Canopy Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Mangrove Leaves
appliedenergistics2:facade:0, Cable Facade - Rainbow Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Mazestone
appliedenergistics2:facade:0, Cable Facade - Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Mazestone
appliedenergistics2:facade:0, Cable Facade - Decorative Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Mazestone Mosaic
appliedenergistics2:facade:0, Cable Facade - Mazestone Border
appliedenergistics2:facade:0, Cable Facade - Hedge
appliedenergistics2:facade:0, Cable Facade - Uncrafting Table
appliedenergistics2:facade:0, Cable Facade - Nagastone Head
appliedenergistics2:facade:0, Cable Facade - Nagastone
appliedenergistics2:facade:0, Cable Facade - Timewood
appliedenergistics2:facade:0, Cable Facade - Transwood
appliedenergistics2:facade:0, Cable Facade - Minewood
appliedenergistics2:facade:0, Cable Facade - Sortingwood
appliedenergistics2:facade:0, Cable Facade - Timewood Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves of Transformation
appliedenergistics2:facade:0, Cable Facade - Miner's Leaves
appliedenergistics2:facade:0, Cable Facade - Sorting Leaves
appliedenergistics2:facade:0, Cable Facade - Timewood Clock
appliedenergistics2:facade:0, Cable Facade - Heart of Transformation
appliedenergistics2:facade:0, Cable Facade - Minewood Core
appliedenergistics2:facade:0, Cable Facade - Sortingwood Engine
appliedenergistics2:facade:0, Cable Facade - Towerwood Planks
appliedenergistics2:facade:0, Cable Facade - Encased Towerwood
appliedenergistics2:facade:0, Cable Facade - Cracked Towerwood
appliedenergistics2:facade:0, Cable Facade - Mossy Towerwood
appliedenergistics2:facade:0, Cable Facade - Infested Towerwood
appliedenergistics2:facade:0, Cable Facade - Reappearing Block
appliedenergistics2:facade:0, Cable Facade - Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Locked Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Unlocked Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Carminite Builder
appliedenergistics2:facade:0, Cable Facade - Anti-builder
appliedenergistics2:facade:0, Cable Facade - Ghast Trap
appliedenergistics2:facade:0, Cable Facade - Carminite Reactor
appliedenergistics2:facade:0, Cable Facade - Stronghold Shield
appliedenergistics2:facade:0, Cable Facade - Aurora Block
appliedenergistics2:facade:0, Cable Facade - Underbrick
appliedenergistics2:facade:0, Cable Facade - Mossy Underbrick
appliedenergistics2:facade:0, Cable Facade - Cracked Underbrick
appliedenergistics2:facade:0, Cable Facade - Underbrick Floor
appliedenergistics2:facade:0, Cable Facade - Thorn Leaves
appliedenergistics2:facade:0, Cable Facade - Beanstalk Leaves
appliedenergistics2:facade:0, Cable Facade - Weathered Deadrock
appliedenergistics2:facade:0, Cable Facade - Cracked Deadrock
appliedenergistics2:facade:0, Cable Facade - Deadrock
appliedenergistics2:facade:0, Cable Facade - Darkwood Leaves
appliedenergistics2:facade:0, Cable Facade - Aurora Pillar
appliedenergistics2:facade:0, Cable Facade - Trollsteinn
appliedenergistics2:facade:0, Cable Facade - Wispy Cloud
appliedenergistics2:facade:0, Cable Facade - Fluffy Cloud
appliedenergistics2:facade:0, Cable Facade - Giant Cobblestone
appliedenergistics2:facade:0, Cable Facade - Giant Log
appliedenergistics2:facade:0, Cable Facade - Giant Leaves
appliedenergistics2:facade:0, Cable Facade - Giant Obsidian
appliedenergistics2:facade:0, Cable Facade - Huge Stalk
appliedenergistics2:facade:0, Cable Facade - Huge Mushgloom
appliedenergistics2:facade:0, Cable Facade - Castle Brick
appliedenergistics2:facade:0, Cable Facade - Worn Castle Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Castle Brick
appliedenergistics2:facade:0, Cable Facade - Castle Roof Tile
appliedenergistics2:facade:0, Cable Facade - Mossy Castle Brick
appliedenergistics2:facade:0, Cable Facade - Thick Castle Brick
appliedenergistics2:facade:0, Cable Facade - Encased Castle Brick Pillar
appliedenergistics2:facade:0, Cable Facade - Encased Castle Brick Tile
appliedenergistics2:facade:0, Cable Facade - Bold Castle Brick Pillar
appliedenergistics2:facade:0, Cable Facade - Bold Castle Brick Tiles
appliedenergistics2:facade:0, Cable Facade - Pink Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Blue Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Yellow Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Violet Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Cinder Furnace [NYI]
appliedenergistics2:facade:0, Cable Facade - Cinder Log [NYI]
appliedenergistics2:facade:0, Cable Facade - Yellow Castle Door
appliedenergistics2:facade:0, Cable Facade - Violet Castle Door
appliedenergistics2:facade:0, Cable Facade - Pink Castle Door
appliedenergistics2:facade:0, Cable Facade - Blue Castle Door
appliedenergistics2:facade:0, Cable Facade - Block of Ironwood
appliedenergistics2:facade:0, Cable Facade - Block of Fiery Metal
appliedenergistics2:facade:0, Cable Facade - Block of Steeleaf
appliedenergistics2:facade:0, Cable Facade - Block of Arctic Fur
appliedenergistics2:facade:0, Cable Facade - Block of Carminite
appliedenergistics2:facade:0, Cable Facade - Etched Nagastone
appliedenergistics2:facade:0, Cable Facade - Nagastone Pillar
appliedenergistics2:facade:0, Cable Facade - Mossy Etched Nagastone
appliedenergistics2:facade:0, Cable Facade - Mossy Nagastone Pillar
appliedenergistics2:facade:0, Cable Facade - Ruined Etched Nagastone
appliedenergistics2:facade:0, Cable Facade - Ruined Nagastone Pillar
appliedenergistics2:facade:0, Cable Facade - Twilight Oak Planks
appliedenergistics2:facade:0, Cable Facade - Canopy Planks
appliedenergistics2:facade:0, Cable Facade - Mangrove Planks
appliedenergistics2:facade:0, Cable Facade - Darkwood Planks
appliedenergistics2:facade:0, Cable Facade - Timewood Planks
appliedenergistics2:facade:0, Cable Facade - Transwood Planks
appliedenergistics2:facade:0, Cable Facade - Minewood Planks
appliedenergistics2:facade:0, Cable Facade - Sortingwood Planks
appliedenergistics2:facade:0, Cable Facade - Terrorcotta (Circular)
appliedenergistics2:facade:0, Cable Facade - Terrorcotta (Diagonal)
appliedenergistics2:facade:0, Cable Facade - tile.twilightforest.StonePillar.name
appliedenergistics2:facade:0, Cable Facade - Grout
appliedenergistics2:facade:0, Cable Facade - Green Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Graveyard Soil
appliedenergistics2:facade:0, Cable Facade - Consecrated Soil
appliedenergistics2:facade:0, Cable Facade - Slimy Magma Mud
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Bloodblock
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Lavawood
appliedenergistics2:facade:0, Cable Facade - Firewood
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Ardite
appliedenergistics2:facade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:facade:0, Cable Facade - Block of Knightslime
appliedenergistics2:facade:0, Cable Facade - Block of Pigiron
appliedenergistics2:facade:0, Cable Facade - Silky Block of Jewel
appliedenergistics2:facade:0, Cable Facade - Green Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
